,implementing_agency_name,numeric_year,country_name,dac_category_name,region_name,income_group_name,constant_amount
12107,Dept. of State,2011,Jordan,Other,Middle East and North Africa,Upper Middle Income Country,751468
12108,Dept. of State,2011,Kazakhstan,Economic Growth,South and Central Asia,Upper Middle Income Country,414245
12109,Dept. of State,2011,Kazakhstan,Governance,South and Central Asia,Upper Middle Income Country,2566301
12112,Dept. of State,2011,Kenya,Governance,Sub-Saharan Africa,Lower Middle Income Country,4120186
12113,Dept. of State,2011,Kenya,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,753546
12114,Dept. of State,2011,Kenya,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,20173064
12116,Dept. of State,2011,DemRepKorea,Governance,East Asia and Oceania,Low Income Country,1555319
12118,Dept. of State,2011,Kosovo,Economic Growth,Europe and Eurasia,Lower Middle Income Country,250412
12119,Dept. of State,2011,Kosovo,Governance,Europe and Eurasia,Lower Middle Income Country,15756866
12120,Dept. of State,2011,Kosovo,Humanitarian,Europe and Eurasia,Lower Middle Income Country,1655701
12121,Dept. of State,2011,Kyrgyzstan,Economic Growth,South and Central Asia,Lower Middle Income Country,462588
12122,Dept. of State,2011,Kyrgyzstan,Governance,South and Central Asia,Lower Middle Income Country,5443377
12123,Dept. of State,2011,Kyrgyzstan,Humanitarian,South and Central Asia,Lower Middle Income Country,10255903
12124,Dept. of State,2011,LaoPDR,Governance,East Asia and Oceania,Lower Middle Income Country,5525975
12125,Dept. of State,2011,LaoPDR,Other,East Asia and Oceania,Lower Middle Income Country,124636
12127,Dept. of State,2011,Lebanon,Economic Growth,Middle East and North Africa,Upper Middle Income Country,582241
12128,Dept. of State,2011,Lebanon,Governance,Middle East and North Africa,Upper Middle Income Country,28210966
12129,Dept. of State,2011,Lebanon,Humanitarian,Middle East and North Africa,Upper Middle Income Country,4831086
12130,Dept. of State,2011,Lebanon,Other,Middle East and North Africa,Upper Middle Income Country,229500
12131,Dept. of State,2011,Lesotho,Governance,Sub-Saharan Africa,Lower Middle Income Country,431827
12132,Dept. of State,2011,Lesotho,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,707416
12133,Dept. of State,2011,Liberia,Governance,Sub-Saharan Africa,Low Income Country,8711291
12134,Dept. of State,2011,Liberia,Humanitarian,Sub-Saharan Africa,Low Income Country,398141
12135,Dept. of State,2011,Libya,Governance,Middle East and North Africa,Upper Middle Income Country,511715
12136,Dept. of State,2011,Libya,Humanitarian,Middle East and North Africa,Upper Middle Income Country,181516427
12138,Dept. of State,2011,Macedonia,Economic Growth,Europe and Eurasia,Upper Middle Income Country,283657
12139,Dept. of State,2011,Macedonia,Governance,Europe and Eurasia,Upper Middle Income Country,2004494
12141,Dept. of State,2011,Macedonia,Other,Europe and Eurasia,Upper Middle Income Country,102244
12142,Dept. of State,2011,Madagascar,Governance,Sub-Saharan Africa,Low Income Country,111196
12143,Dept. of State,2011,Malawi,Health and Population,Sub-Saharan Africa,Low Income Country,541056
12145,Dept. of State,2011,Malawi,Other,Sub-Saharan Africa,Low Income Country,105955
12146,Dept. of State,2011,Malaysia,Economic Growth,East Asia and Oceania,Upper Middle Income Country,650047
12147,Dept. of State,2011,Malaysia,Governance,East Asia and Oceania,Upper Middle Income Country,1724224
12148,Dept. of State,2011,Malaysia,Humanitarian,East Asia and Oceania,Upper Middle Income Country,1908087
12150,Dept. of State,2011,Mali,Governance,Sub-Saharan Africa,Low Income Country,279221
12152,Dept. of State,2011,Mauritania,Governance,Sub-Saharan Africa,Lower Middle Income Country,1482389
12153,Dept. of State,2011,Mauritania,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,1224056
12155,Dept. of State,2011,Mexico,Economic Growth,Western Hemisphere,Upper Middle Income Country,490845
12156,Dept. of State,2011,Mexico,Governance,Western Hemisphere,Upper Middle Income Country,351482839
12157,Dept. of State,2011,Mexico,Other,Western Hemisphere,Upper Middle Income Country,178128
12161,Dept. of State,2011,Moldova,Governance,Europe and Eurasia,Lower Middle Income Country,2651371
12163,Dept. of State,2011,Mongolia,Economic Growth,East Asia and Oceania,Lower Middle Income Country,297489
12164,Dept. of State,2011,Mongolia,Governance,East Asia and Oceania,Lower Middle Income Country,512795
12166,Dept. of State,2011,Montenegro,Economic Growth,Europe and Eurasia,Upper Middle Income Country,387690
12167,Dept. of State,2011,Montenegro,Governance,Europe and Eurasia,Upper Middle Income Country,1841000
12169,Dept. of State,2011,Morocco,Economic Growth,Middle East and North Africa,Lower Middle Income Country,275288
12170,Dept. of State,2011,Morocco,Governance,Middle East and North Africa,Lower Middle Income Country,2572606
12171,Dept. of State,2011,Morocco,Other,Middle East and North Africa,Lower Middle Income Country,161935
12172,Dept. of State,2011,Mozambique,Governance,Sub-Saharan Africa,Low Income Country,2483008
12173,Dept. of State,2011,Mozambique,Health and Population,Sub-Saharan Africa,Low Income Country,6503364
12174,Dept. of State,2011,Namibia,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,724722
12175,Dept. of State,2011,Nepal,Governance,South and Central Asia,Low Income Country,2989590
12176,Dept. of State,2011,Nepal,Humanitarian,South and Central Asia,Low Income Country,1450239
12177,Dept. of State,2011,Nepal,Other,South and Central Asia,Low Income Country,103423
12178,Dept. of State,2011,Nicaragua,Governance,Western Hemisphere,Lower Middle Income Country,1006577
12181,Dept. of State,2011,Niger,Governance,Sub-Saharan Africa,Low Income Country,162753
12184,Dept. of State,2011,Nigeria,Governance,Sub-Saharan Africa,Lower Middle Income Country,3202722
12187,Dept. of State,2011,Oman,Economic Growth,Middle East and North Africa,High Income Country,499130
12188,Dept. of State,2011,Oman,Governance,Middle East and North Africa,High Income Country,792797
12191,Dept. of State,2011,Pakistan,Governance,South and Central Asia,Lower Middle Income Country,38426032
12192,Dept. of State,2011,Pakistan,Humanitarian,South and Central Asia,Lower Middle Income Country,66379347
12193,Dept. of State,2011,Panama,Economic Growth,Western Hemisphere,Upper Middle Income Country,160232
12194,Dept. of State,2011,Panama,Governance,Western Hemisphere,Upper Middle Income Country,1381980
12196,Dept. of State,2011,Paraguay,Governance,Western Hemisphere,Upper Middle Income Country,725906
12197,Dept. of State,2011,Paraguay,Other,Western Hemisphere,Upper Middle Income Country,107957
12198,Dept. of State,2011,Peru,Governance,Western Hemisphere,Upper Middle Income Country,36051546
12201,Dept. of State,2011,Philippines,Economic Growth,East Asia and Oceania,Lower Middle Income Country,378833
12202,Dept. of State,2011,Philippines,Governance,East Asia and Oceania,Lower Middle Income Country,6958595
12203,Dept. of State,2011,Philippines,Other,East Asia and Oceania,Lower Middle Income Country,104490
12205,Dept. of State,2011,Russia,Economic Growth,Europe and Eurasia,Upper Middle Income Country,1882031
12206,Dept. of State,2011,Russia,Governance,Europe and Eurasia,Upper Middle Income Country,5943757
12207,Dept. of State,2011,Russia,Humanitarian,Europe and Eurasia,Upper Middle Income Country,2758623
12208,Dept. of State,2011,Russia,Other,Europe and Eurasia,Upper Middle Income Country,107957
12210,Dept. of State,2011,Rwanda,Humanitarian,Sub-Saharan Africa,Low Income Country,2251391
12211,Dept. of State,2011,SaudiArabia,Economic Growth,Middle East and North Africa,High Income Country,127205
12212,Dept. of State,2011,SaudiArabia,Governance,Middle East and North Africa,High Income Country,1438093
12213,Dept. of State,2011,Senegal,Governance,Sub-Saharan Africa,Low Income Country,1572998
12214,Dept. of State,2011,Serbia,Administrative Costs,Europe and Eurasia,Upper Middle Income Country,161935
12215,Dept. of State,2011,Serbia,Economic Growth,Europe and Eurasia,Upper Middle Income Country,417619
12216,Dept. of State,2011,Serbia,Governance,Europe and Eurasia,Upper Middle Income Country,3830839
12217,Dept. of State,2011,Serbia,Humanitarian,Europe and Eurasia,Upper Middle Income Country,3017853
12219,Dept. of State,2011,SierraLeone,Governance,Sub-Saharan Africa,Low Income Country,6388798
12220,Dept. of State,2011,Singapore,Economic Growth,East Asia and Oceania,High Income Country,356972
12221,Dept. of State,2011,Singapore,Governance,East Asia and Oceania,High Income Country,182813
12223,Dept. of State,2011,SolomonIs,Governance,East Asia and Oceania,Lower Middle Income Country,269892
12224,Dept. of State,2011,Somalia,Governance,Sub-Saharan Africa,Low Income Country,71582786
12226,Dept. of State,2011,SouthAfrica,Governance,Sub-Saharan Africa,Upper Middle Income Country,588534
12227,Dept. of State,2011,SouthAfrica,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,4399797
12230,Dept. of State,2011,SSudan,Governance,Sub-Saharan Africa,Low Income Country,50429355
12231,Dept. of State,2011,SSudan,Humanitarian,Sub-Saharan Africa,Low Income Country,3818611
12232,Dept. of State,2011,SriLanka,Economic Growth,South and Central Asia,Lower Middle Income Country,289002
12233,Dept. of State,2011,SriLanka,Governance,South and Central Asia,Lower Middle Income Country,4239897
12234,Dept. of State,2011,SriLanka,Humanitarian,South and Central Asia,Lower Middle Income Country,5059583
12235,Dept. of State,2011,Sudan,Governance,Sub-Saharan Africa,Lower Middle Income Country,5396847
12236,Dept. of State,2011,Swaziland,Governance,Sub-Saharan Africa,Lower Middle Income Country,112959
12237,Dept. of State,2011,Swaziland,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,512658
12238,Dept. of State,2011,Syria,Governance,Middle East and North Africa,Lower Middle Income Country,701720
12239,Dept. of State,2011,Syria,Humanitarian,Middle East and North Africa,Lower Middle Income Country,12156289
12240,Dept. of State,2011,Tajikistan,Economic Growth,South and Central Asia,Lower Middle Income Country,662260
12241,Dept. of State,2011,Tajikistan,Governance,South and Central Asia,Lower Middle Income Country,4622877
12243,Dept. of State,2011,Tanzania,Governance,Sub-Saharan Africa,Low Income Country,304942
12244,Dept. of State,2011,Tanzania,Health and Population,Sub-Saharan Africa,Low Income Country,3865023
12245,Dept. of State,2011,Tanzania,Humanitarian,Sub-Saharan Africa,Low Income Country,1461905
12246,Dept. of State,2011,Tanzania,Other,Sub-Saharan Africa,Low Income Country,755698
12247,Dept. of State,2011,Thailand,Economic Growth,East Asia and Oceania,Upper Middle Income Country,213329
12248,Dept. of State,2011,Thailand,Governance,East Asia and Oceania,Upper Middle Income Country,3637648
12249,Dept. of State,2011,Thailand,Humanitarian,East Asia and Oceania,Upper Middle Income Country,25224501
12251,Dept. of State,2011,Timor-Leste,Governance,East Asia and Oceania,Lower Middle Income Country,594436
12252,Dept. of State,2011,Togo,Governance,Sub-Saharan Africa,Low Income Country,236151
12255,Dept. of State,2011,Tunisia,Governance,Middle East and North Africa,Lower Middle Income Country,2423718
12257,Dept. of State,2011,Turkey,Economic Growth,Europe and Eurasia,Upper Middle Income Country,536309
12258,Dept. of State,2011,Turkey,Governance,Europe and Eurasia,Upper Middle Income Country,3023659
12259,Dept. of State,2011,Turkey,Humanitarian,Europe and Eurasia,Upper Middle Income Country,7641276
12261,Dept. of State,2011,Turkmenistan,Economic Growth,South and Central Asia,Upper Middle Income Country,704606
12262,Dept. of State,2011,Turkmenistan,Governance,South and Central Asia,Upper Middle Income Country,1209831
12263,Dept. of State,2011,Turkmenistan,Other,South and Central Asia,Upper Middle Income Country,158302
12264,Dept. of State,2011,Uganda,Governance,Sub-Saharan Africa,Low Income Country,2594137
12265,Dept. of State,2011,Uganda,Health and Population,Sub-Saharan Africa,Low Income Country,1784447
12266,Dept. of State,2011,Uganda,Humanitarian,Sub-Saharan Africa,Low Income Country,11819815
12267,Dept. of State,2011,Ukraine,Administrative Costs,Europe and Eurasia,Lower Middle Income Country,229948
12268,Dept. of State,2011,Ukraine,Economic Growth,Europe and Eurasia,Lower Middle Income Country,866568
12269,Dept. of State,2011,Ukraine,Governance,Europe and Eurasia,Lower Middle Income Country,12469758
12271,Dept. of State,2011,UnitedArabEmirates,Economic Growth,Middle East and North Africa,High Income Country,696310
12274,Dept. of State,2011,Uzbekistan,Economic Growth,South and Central Asia,Lower Middle Income Country,283587
12275,Dept. of State,2011,Uzbekistan,Governance,South and Central Asia,Lower Middle Income Country,1201499
12277,Dept. of State,2011,Venezuela,Governance,Western Hemisphere,Upper Middle Income Country,2072726
12279,Dept. of State,2011,Vietnam,Economic Growth,East Asia and Oceania,Lower Middle Income Country,729388
12280,Dept. of State,2011,Vietnam,Governance,East Asia and Oceania,Lower Middle Income Country,4286327
12284,Dept. of State,2011,Palestine,Governance,Middle East and North Africa,Lower Middle Income Country,51752060
12285,Dept. of State,2011,Palestine,Humanitarian,Middle East and North Africa,Lower Middle Income Country,245628855
12286,Dept. of State,2011,Yemen,Economic Growth,Middle East and North Africa,Lower Middle Income Country,459151
12287,Dept. of State,2011,Yemen,Governance,Middle East and North Africa,Lower Middle Income Country,2465035
12288,Dept. of State,2011,Yemen,Humanitarian,Middle East and North Africa,Lower Middle Income Country,6864738
12290,Dept. of State,2011,Zambia,Governance,Sub-Saharan Africa,Lower Middle Income Country,722136
12291,Dept. of State,2011,Zambia,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,1859247
12293,Dept. of State,2011,Zimbabwe,Governance,Sub-Saharan Africa,Low Income Country,1284409
12294,Dept. of State,2011,Zimbabwe,Health and Population,Sub-Saharan Africa,Low Income Country,118322
12296,Dept. of State,2012,Afghanistan,Economic Growth,South and Central Asia,Low Income Country,691160
12298,Dept. of State,2012,Afghanistan,Governance,South and Central Asia,Low Income Country,436812845
12299,Dept. of State,2012,Afghanistan,Humanitarian,South and Central Asia,Low Income Country,45981042
12300,Dept. of State,2012,Albania,Economic Growth,Europe and Eurasia,Upper Middle Income Country,371451
12302,Dept. of State,2012,Albania,Governance,Europe and Eurasia,Upper Middle Income Country,5862146
12303,Dept. of State,2012,Albania,Other,Europe and Eurasia,Upper Middle Income Country,109613
12304,Dept. of State,2012,Algeria,Economic Growth,Middle East and North Africa,Upper Middle Income Country,430680
12305,Dept. of State,2012,Algeria,Governance,Middle East and North Africa,Upper Middle Income Country,327492
12307,Dept. of State,2012,Angola,Governance,Sub-Saharan Africa,Upper Middle Income Country,9514696
12310,Dept. of State,2012,Argentina,Economic Growth,Western Hemisphere,Upper Middle Income Country,308519
12312,Dept. of State,2012,Armenia,Economic Growth,Europe and Eurasia,Lower Middle Income Country,536627
12313,Dept. of State,2012,Armenia,Governance,Europe and Eurasia,Lower Middle Income Country,4978942
12314,Dept. of State,2012,Armenia,Humanitarian,Europe and Eurasia,Lower Middle Income Country,1159170
12315,Dept. of State,2012,Azerbaijan,Economic Growth,Europe and Eurasia,Upper Middle Income Country,1037575
12316,Dept. of State,2012,Azerbaijan,Governance,Europe and Eurasia,Upper Middle Income Country,2953625
12317,Dept. of State,2012,Azerbaijan,Humanitarian,Europe and Eurasia,Upper Middle Income Country,194374
12318,Dept. of State,2012,Bahamas,Governance,Western Hemisphere,High Income Country,266848
12319,Dept. of State,2012,Bahrain,Governance,Middle East and North Africa,High Income Country,551995
12321,Dept. of State,2012,Bangladesh,Governance,South and Central Asia,Lower Middle Income Country,3633818
12322,Dept. of State,2012,Bangladesh,Humanitarian,South and Central Asia,Lower Middle Income Country,1036838
12324,Dept. of State,2012,Belarus,Governance,Europe and Eurasia,Upper Middle Income Country,3672397
12326,Dept. of State,2012,Bhutan,Governance,South and Central Asia,Lower Middle Income Country,209693
12327,Dept. of State,2012,Bhutan,Humanitarian,South and Central Asia,Lower Middle Income Country,2575972
12328,Dept. of State,2012,Bolivia,Governance,Western Hemisphere,Lower Middle Income Country,25088159
12330,Dept. of State,2012,BosniaandHerz,Economic Growth,Europe and Eurasia,Upper Middle Income Country,420832
12331,Dept. of State,2012,BosniaandHerz,Governance,Europe and Eurasia,Upper Middle Income Country,9605395
12332,Dept. of State,2012,BosniaandHerz,Humanitarian,Europe and Eurasia,Upper Middle Income Country,742126
12334,Dept. of State,2012,Botswana,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,4476944
12336,Dept. of State,2012,Brazil,Economic Growth,Western Hemisphere,Upper Middle Income Country,409326
12337,Dept. of State,2012,Brazil,Governance,Western Hemisphere,Upper Middle Income Country,4857589
12340,Dept. of State,2012,BurkinaFaso,Governance,Sub-Saharan Africa,Low Income Country,146074
12342,Dept. of State,2012,Myanmar,Governance,East Asia and Oceania,Lower Middle Income Country,5124693
12343,Dept. of State,2012,Myanmar,Humanitarian,East Asia and Oceania,Lower Middle Income Country,139852
12344,Dept. of State,2012,Burundi,Governance,Sub-Saharan Africa,Low Income Country,202264
12345,Dept. of State,2012,Burundi,Health and Population,Sub-Saharan Africa,Low Income Country,106020
12346,Dept. of State,2012,Burundi,Humanitarian,Sub-Saharan Africa,Low Income Country,3666086
12349,Dept. of State,2012,Cambodia,Governance,East Asia and Oceania,Lower Middle Income Country,534756
12350,Dept. of State,2012,Cameroon,Governance,Sub-Saharan Africa,Lower Middle Income Country,1481114
12352,Dept. of State,2012,Cameroon,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,3362595
12354,Dept. of State,2012,CentralAfricanRep,Governance,Sub-Saharan Africa,Low Income Country,159161
12355,Dept. of State,2012,CentralAfricanRep,Humanitarian,Sub-Saharan Africa,Low Income Country,3176175
12356,Dept. of State,2012,Chad,Governance,Sub-Saharan Africa,Low Income Country,129356
12357,Dept. of State,2012,Chad,Humanitarian,Sub-Saharan Africa,Low Income Country,10723398
12358,Dept. of State,2012,Chile,Economic Growth,Western Hemisphere,High Income Country,528053
12359,Dept. of State,2012,Chile,Governance,Western Hemisphere,High Income Country,111158
12360,Dept. of State,2012,HongKong,Governance,East Asia and Oceania,High Income Country,799958
12361,Dept. of State,2012,China,Governance,East Asia and Oceania,Upper Middle Income Country,7762475
12364,Dept. of State,2012,Taiwan,Economic Growth,East Asia and Oceania,High Income Country,123522
12365,Dept. of State,2012,Taiwan,Governance,East Asia and Oceania,High Income Country,152048
12366,Dept. of State,2012,Colombia,Governance,Western Hemisphere,Upper Middle Income Country,240925059
12367,Dept. of State,2012,Colombia,Humanitarian,Western Hemisphere,Upper Middle Income Country,11660419
12369,Dept. of State,2012,DemRepCongo,Governance,Sub-Saharan Africa,Low Income Country,18041542
12370,Dept. of State,2012,DemRepCongo,Health and Population,Sub-Saharan Africa,Low Income Country,686507
12371,Dept. of State,2012,DemRepCongo,Humanitarian,Sub-Saharan Africa,Low Income Country,7982114
12375,Dept. of State,2012,Croatia,Economic Growth,Europe and Eurasia,High Income Country,274186
12376,Dept. of State,2012,Croatia,Governance,Europe and Eurasia,High Income Country,255979
12378,Dept. of State,2012,Cuba,Governance,Western Hemisphere,Upper Middle Income Country,2794392
12380,Dept. of State,2012,Djibouti,Governance,Sub-Saharan Africa,Lower Middle Income Country,883271
12381,Dept. of State,2012,DominicanRep,Governance,Western Hemisphere,Upper Middle Income Country,1163713
12383,Dept. of State,2012,Ecuador,Governance,Western Hemisphere,Upper Middle Income Country,8815768
12384,Dept. of State,2012,Ecuador,Humanitarian,Western Hemisphere,Upper Middle Income Country,1775104
12385,Dept. of State,2012,Egypt,Economic Growth,Middle East and North Africa,Lower Middle Income Country,661600
12386,Dept. of State,2012,Egypt,Governance,Middle East and North Africa,Lower Middle Income Country,3496321
12387,Dept. of State,2012,Egypt,Humanitarian,Middle East and North Africa,Lower Middle Income Country,12471507
12388,Dept. of State,2012,Egypt,Other,Middle East and North Africa,Lower Middle Income Country,102707
12389,Dept. of State,2012,ElSalvador,Governance,Western Hemisphere,Lower Middle Income Country,552160
12391,Dept. of State,2012,Ethiopia,Governance,Sub-Saharan Africa,Low Income Country,2274530
12392,Dept. of State,2012,Ethiopia,Health and Population,Sub-Saharan Africa,Low Income Country,21134917
12393,Dept. of State,2012,Ethiopia,Humanitarian,Sub-Saharan Africa,Low Income Country,9901649
12394,Dept. of State,2012,Ethiopia,Other,Sub-Saharan Africa,Low Income Country,715638
12395,Dept. of State,2012,Fiji,Governance,East Asia and Oceania,Upper Middle Income Country,238124
12396,Dept. of State,2012,Gambia,Governance,Sub-Saharan Africa,Low Income Country,146954
12398,Dept. of State,2012,Georgia,Economic Growth,Europe and Eurasia,Upper Middle Income Country,1353095
12399,Dept. of State,2012,Georgia,Governance,Europe and Eurasia,Upper Middle Income Country,14803857
12400,Dept. of State,2012,Georgia,Humanitarian,Europe and Eurasia,Upper Middle Income Country,163647
12402,Dept. of State,2012,Ghana,Governance,Sub-Saharan Africa,Lower Middle Income Country,453865
12403,Dept. of State,2012,Ghana,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,222420
12404,Dept. of State,2012,Ghana,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,1698169
12405,Dept. of State,2012,Guatemala,Governance,Western Hemisphere,Lower Middle Income Country,7302100
12407,Dept. of State,2012,Guinea,Governance,Sub-Saharan Africa,Low Income Country,165497
12409,Dept. of State,2012,Guinea,Other,Sub-Saharan Africa,Low Income Country,100185
12410,Dept. of State,2012,Guinea-Bissau,Governance,Sub-Saharan Africa,Low Income Country,445327
12412,Dept. of State,2012,Haiti,Governance,Western Hemisphere,Low Income Country,41249419
12413,Dept. of State,2012,Haiti,Humanitarian,Western Hemisphere,Low Income Country,6029134
12414,Dept. of State,2012,Honduras,Governance,Western Hemisphere,Lower Middle Income Country,1490646
12416,Dept. of State,2012,India,Economic Growth,South and Central Asia,Lower Middle Income Country,176135
12417,Dept. of State,2012,India,Governance,South and Central Asia,Lower Middle Income Country,2573638
12418,Dept. of State,2012,India,Humanitarian,South and Central Asia,Lower Middle Income Country,1230924
12419,Dept. of State,2012,Indonesia,Economic Growth,East Asia and Oceania,Lower Middle Income Country,494038
12420,Dept. of State,2012,Indonesia,Governance,East Asia and Oceania,Lower Middle Income Country,7911423
12422,Dept. of State,2012,Iran,Governance,Middle East and North Africa,Upper Middle Income Country,1058370
12423,Dept. of State,2012,Iraq,Economic Growth,Middle East and North Africa,Upper Middle Income Country,760680
12424,Dept. of State,2012,Iraq,Governance,Middle East and North Africa,Upper Middle Income Country,325859653
12425,Dept. of State,2012,Iraq,Humanitarian,Middle East and North Africa,Upper Middle Income Country,104631573
12426,Dept. of State,2012,Israel,Education,Middle East and North Africa,High Income Country,370527
12427,Dept. of State,2012,Israel,Humanitarian,Middle East and North Africa,High Income Country,21204084
12428,Dept. of State,2012,Jamaica,Governance,Western Hemisphere,Upper Middle Income Country,328649
12429,Dept. of State,2012,Jordan,Economic Growth,Middle East and North Africa,Upper Middle Income Country,1669618
12430,Dept. of State,2012,Jordan,Governance,Middle East and North Africa,Upper Middle Income Country,8033434
12431,Dept. of State,2012,Jordan,Humanitarian,Middle East and North Africa,Upper Middle Income Country,9318206
12432,Dept. of State,2012,Kazakhstan,Economic Growth,South and Central Asia,Upper Middle Income Country,1460791
12433,Dept. of State,2012,Kazakhstan,Governance,South and Central Asia,Upper Middle Income Country,2266638
12435,Dept. of State,2012,Kenya,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,106043
12436,Dept. of State,2012,Kenya,Governance,Sub-Saharan Africa,Lower Middle Income Country,3395356
12437,Dept. of State,2012,Kenya,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,694537
12438,Dept. of State,2012,Kenya,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,25030749
12439,Dept. of State,2012,DemRepKorea,Governance,East Asia and Oceania,Low Income Country,1198028
12440,Dept. of State,2012,DemRepKorea,Humanitarian,East Asia and Oceania,Low Income Country,493522
12441,Dept. of State,2012,Kosovo,Economic Growth,Europe and Eurasia,Lower Middle Income Country,371636
12442,Dept. of State,2012,Kosovo,Governance,Europe and Eurasia,Lower Middle Income Country,17513347
12443,Dept. of State,2012,Kosovo,Humanitarian,Europe and Eurasia,Lower Middle Income Country,1442674
12444,Dept. of State,2012,Kuwait,Governance,Middle East and North Africa,High Income Country,229004
12445,Dept. of State,2012,Kyrgyzstan,Economic Growth,South and Central Asia,Lower Middle Income Country,798179
12446,Dept. of State,2012,Kyrgyzstan,Governance,South and Central Asia,Lower Middle Income Country,5774921
12449,Dept. of State,2012,LaoPDR,Governance,East Asia and Oceania,Lower Middle Income Country,2147896
12450,Dept. of State,2012,LaoPDR,Other,East Asia and Oceania,Lower Middle Income Country,227944
12451,Dept. of State,2012,Lebanon,Economic Growth,Middle East and North Africa,Upper Middle Income Country,624514
12452,Dept. of State,2012,Lebanon,Governance,Middle East and North Africa,Upper Middle Income Country,21695323
12453,Dept. of State,2012,Lebanon,Humanitarian,Middle East and North Africa,Upper Middle Income Country,252103177
12454,Dept. of State,2012,Lesotho,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,467597
12455,Dept. of State,2012,Liberia,Economic Growth,Sub-Saharan Africa,Low Income Country,213616
12456,Dept. of State,2012,Liberia,Governance,Sub-Saharan Africa,Low Income Country,12996532
12457,Dept. of State,2012,Liberia,Humanitarian,Sub-Saharan Africa,Low Income Country,1141520
12458,Dept. of State,2012,Libya,Economic Growth,Middle East and North Africa,Upper Middle Income Country,320668
12459,Dept. of State,2012,Libya,Governance,Middle East and North Africa,Upper Middle Income Country,26456499
12460,Dept. of State,2012,Libya,Humanitarian,Middle East and North Africa,Upper Middle Income Country,109141289
12461,Dept. of State,2012,Libya,Other,Middle East and North Africa,Upper Middle Income Country,371071
12462,Dept. of State,2012,Macedonia,Economic Growth,Europe and Eurasia,Upper Middle Income Country,412976
12463,Dept. of State,2012,Macedonia,Governance,Europe and Eurasia,Upper Middle Income Country,3422673
12464,Dept. of State,2012,Macedonia,Other,Europe and Eurasia,Upper Middle Income Country,104867
12465,Dept. of State,2012,Malawi,Health and Population,Sub-Saharan Africa,Low Income Country,498732
12466,Dept. of State,2012,Malawi,Humanitarian,Sub-Saharan Africa,Low Income Country,287802
12467,Dept. of State,2012,Malaysia,Economic Growth,East Asia and Oceania,Upper Middle Income Country,358735
12468,Dept. of State,2012,Malaysia,Governance,East Asia and Oceania,Upper Middle Income Country,2159476
12469,Dept. of State,2012,Malaysia,Humanitarian,East Asia and Oceania,Upper Middle Income Country,6615781
12472,Dept. of State,2012,Mali,Governance,Sub-Saharan Africa,Low Income Country,11919071
12473,Dept. of State,2012,Mali,Humanitarian,Sub-Saharan Africa,Low Income Country,86277979
12475,Dept. of State,2012,Mauritania,Governance,Sub-Saharan Africa,Lower Middle Income Country,540503
12476,Dept. of State,2012,Mauritania,Humanitarian,Sub-Saharan Africa,Lower Middle Income Country,186406
12477,Dept. of State,2012,Mexico,Economic Growth,Western Hemisphere,Upper Middle Income Country,588407
12478,Dept. of State,2012,Mexico,Governance,Western Hemisphere,Upper Middle Income Country,122577562
12479,Dept. of State,2012,Mexico,Other,Western Hemisphere,Upper Middle Income Country,705036
12481,Dept. of State,2012,Moldova,Economic Growth,Europe and Eurasia,Lower Middle Income Country,147123
12482,Dept. of State,2012,Moldova,Governance,Europe and Eurasia,Lower Middle Income Country,3406039
12484,Dept. of State,2012,Mongolia,Economic Growth,East Asia and Oceania,Lower Middle Income Country,354106
12486,Dept. of State,2012,Montenegro,Economic Growth,Europe and Eurasia,Upper Middle Income Country,285938
12487,Dept. of State,2012,Montenegro,Governance,Europe and Eurasia,Upper Middle Income Country,1536738
12488,Dept. of State,2012,Morocco,Economic Growth,Middle East and North Africa,Lower Middle Income Country,215179
12489,Dept. of State,2012,Morocco,Governance,Middle East and North Africa,Lower Middle Income Country,2418249
12490,Dept. of State,2012,Mozambique,Health and Population,Sub-Saharan Africa,Low Income Country,2759778
12491,Dept. of State,2012,Namibia,Health and Population,Sub-Saharan Africa,Upper Middle Income Country,1388940
12492,Dept. of State,2012,Nepal,Governance,South and Central Asia,Low Income Country,1699896
12493,Dept. of State,2012,Nepal,Humanitarian,South and Central Asia,Low Income Country,423015
12494,Dept. of State,2012,Nepal,Other,South and Central Asia,Low Income Country,217342
12495,Dept. of State,2012,Nicaragua,Governance,Western Hemisphere,Lower Middle Income Country,1988398
12497,Dept. of State,2012,Niger,Governance,Sub-Saharan Africa,Low Income Country,1110292
